color_code,unique_id,black_box,red_circle,green_triangle,blue_pentagon
2002_4B,motion_blur_40,"(175, 137, 150)","(127, 20, 31)","(17, 70, 42)","(2, 20, 95)"
7002_10,motion_blur_40,"(179, 172, 146)","(145, 51, 49)","(11, 49, 25)","(0, 5, 52)"
1002_4B,clahe_15,"(148, 136, 147)","(130, 45, 69)","(20, 50, 47)","(21, 26, 57)"
2001_6C,noise_25,"(227, 202, 201)","(196, 100, 120)","(76, 143, 124)","(63, 86, 155)"
8007_3E,gaussian_blur_41,"(167, 165, 153)","(140, 51, 43)","(27, 60, 35)","(8, 18, 58)"
8002_9c,clahe_42,"(239, 182, 161)","(199, 69, 45)","(79, 140, 103)","(104, 120, 170)"
1008_4a,hue_11,"(164, 142, 153)","(172, 117, 145)","(78, 96, 80)","(83, 104, 115)"
8002-1B_noise,7,"(190, 181, 205)","(174, 24, 19)","(12, 90, 47)","(5, 29, 112)"
1008_6a,gamma_3,"(160, 118, 121)","(168, 95, 96)","(54, 84, 77)","(52, 64, 109)"
1004_4C,shadow_45,"(93, 87, 84)","(76, 46, 46)","(43, 52, 47)","(8, 8, 16)"
7002_10,noise_7,"(217, 215, 205)","(187, 77, 81)","(70, 129, 103)","(63, 87, 163)"
2003_6B,clahe_69,"(194, 145, 113)","(136, 23, 28)","(21, 71, 44)","(3, 23, 88)"
1002_4B,brightness_28,"(232, 216, 227)","(203, 69, 94)","(49, 129, 107)","(44, 74, 158)"
1006_6C,hue_29,"(211, 189, 201)","(175, 57, 135)","(43, 107, 135)",
7002_10,clahe_6,"(201, 200, 188)","(152, 52, 53)","(44, 89, 68)","(42, 61, 120)"
8002_1A,noise_7,"(225, 230, 253)","(218, 140, 185)","(153, 204, 213)","(95, 133, 247)"
8002_12B,clahe_33,"(204, 171, 152)","(135, 34, 41)","(37, 79, 63)","(13, 30, 80)"
2003_6B,hue_47,"(158, 95, 76)","(111, 9, 29)","(6, 54, 21)","(0, 36, 81)"
2002_3c,shadow_36,"(101, 81, 80)","(89, 60, 65)","(57, 69, 67)","(27, 33, 51)"
8007_3E,brightness_28,"(210, 206, 193)","(167, 56, 61)","(46, 89, 75)","(38, 53, 92)"
2003_6C,hue_20,"(212, 205, 195)","(143, 65, 48)","(29, 84, 74)","(16, 22, 99)"
8002_10A,clahe_33,"(176, 156, 146)","(134, 39, 44)","(25, 57, 40)","(33, 35, 64)"
8002_2B,clahe_24,"(213, 192, 206)","(176, 78, 97)","(54, 104, 87)","(41, 61, 112)"
6004_1A,gamma_12,"(190, 187, 175)","(128, 21, 16)","(12, 62, 27)","(1, 18, 80)"
8002_2c,motion_blur_40,"(145, 129, 153)","(162, 84, 97)","(63, 95, 96)","(64, 77, 123)"
1006_6B,motion_blur_31,"(215, 193, 203)","(193, 74, 100)","(63, 124, 108)","(61, 84, 151)"
2001_4B,noise_25,"(210, 178, 168)","(169, 43, 42)","(34, 107, 70)","(22, 43, 124)"
8002_9B,hue_20,"(198, 175, 173)","(130, 36, 59)","(19, 69, 36)","(11, 46, 84)"
P440_rotate,8,"(142, 185, 174)","(168, 30, 27)","(29, 75, 40)","(14, 30, 80)"
8002_10A,clahe_6,"(178, 155, 156)","(173, 82, 103)","(16, 54, 46)","(25, 31, 65)"
2002_6B,shadow_72,"(95, 75, 66)","(82, 39, 38)","(36, 56, 45)","(1, 9, 35)"
1006_6C,gamma_30,"(217, 208, 209)","(181, 72, 96)","(64, 121, 108)","(55, 77, 144)"
7001_21,motion_blur_40,"(196, 184, 168)","(143, 60, 54)","(36, 64, 42)","(6, 14, 51)"
8007-6G_gamma,3,"(211, 210, 205)","(166, 31, 25)","(31, 85, 48)","(9, 32, 89)"
1008_4a,hue_2,"(193, 163, 175)","(206, 143, 162)","(138, 150, 138)","(113, 132, 149)"
8002_12B,rotate_71,"(202, 166, 140)","(133, 16, 19)","(19, 70, 42)","(1, 20, 83)"
1006_6C,shadow_27,"(99, 90, 87)","(80, 40, 41)","(34, 46, 40)","(35, 35, 45)"
2003_6C,motion_blur_58,"(206, 180, 157)","(135, 25, 26)","(15, 69, 37)","(8, 29, 86)"
8002-8F_brightness,1,"(123, 35, 30)","(175, 32, 26)","(34, 84, 50)","(15, 35, 90)"
7001_21,rotate_17,"(205, 201, 193)","(126, 22, 17)","(12, 64, 32)","(2, 22, 84)"
1002_4B,gaussian_blur_5,"(227, 222, 253)","(220, 148, 193)","(91, 182, 172)","(62, 110, 251)"
1008_4a,noise_34,"(189, 150, 150)","(134, 73, 83)","(102, 133, 118)","(84, 98, 141)"
2011_4,hue_2,"(164, 42, 37)","(204, 40, 61)","(54, 115, 50)","(43, 80, 134)"
2002_6B,gaussian_blur_41,"(153, 106, 106)","(121, 16, 28)","(18, 69, 43)","(2, 18, 91)"
7001_21,gamma_12,"(201, 197, 188)","(118, 18, 13)","(13, 60, 29)","(2, 17, 77)"
7001_21,motion_blur_4,"(213, 213, 205)","(163, 60, 56)","(52, 96, 68)","(47, 64, 118)"
2011_4,rotate_35,"(133, 65, 43)","(165, 41, 45)","(26, 72, 58)","(22, 36, 78)"
7002_10,motion_blur_31,"(186, 172, 143)","(129, 33, 35)","(22, 58, 47)","(19, 29, 62)"
1006_6B,motion_blur_4,"(224, 214, 250)","(213, 128, 176)","(80, 171, 161)","(53, 100, 251)"
2002_4B,brightness_28,"(224, 186, 185)","(176, 84, 94)","(73, 114, 100)","(55, 72, 124)"
2002_4B,clahe_33,"(184, 145, 145)","(145, 52, 63)","(37, 77, 64)","(20, 37, 89)"
8002_9B,gaussian_blur_5,"(182, 177, 196)","(180, 47, 62)","(24, 123, 91)","(4, 53, 163)"
1008_6C,gamma_21,"(161, 130, 128)","(109, 22, 37)","(15, 40, 33)","(11, 15, 47)"
2001_3C,rotate_8,"(189, 96, 81)","(167, 19, 29)","(10, 88, 43)","(19, 32, 74)"
8002_12B,gaussian_blur_23,"(199, 168, 140)","(130, 29, 30)","(16, 66, 45)","(9, 26, 82)"
8002_12C,noise_52,"(171, 126, 97)","(152, 28, 30)","(22, 96, 56)","(12, 45, 124)"
8002_9B,gamma_39,"(168, 137, 145)","(104, 13, 22)","(16, 58, 34)","(1, 14, 75)"
2002_4B,hue_2,"(192, 153, 193)","(173, 97, 35)","(10, 80, 115)","(44, 0, 157)"
2001_4B,hue_11,"(231, 138, 148)","(218, 27, 104)","(25, 103, 136)","(25, 103, 136)"
8002_12B,gamma_3,"(192, 183, 184)","(176, 49, 62)","(24, 121, 92)","(5, 53, 157)"
8002-8F_gaussian,blur_5,"(128, 36, 31)","(179, 33, 28)","(33, 85, 49)","(16, 35, 93)"
7001_19,rotate_44,"(176, 164, 148)","(145, 56, 48)","(24, 64, 39)","(3, 16, 68)"
8002_9c,gaussian_blur_5,"(221, 158, 141)","(228, 96, 91)","(18, 98, 67)","(29, 51, 118)"
P490_rotate,8,"(22, 82, 143)","(182, 35, 28)","(34, 87, 50)","(18, 40, 99)"
8002_12B,shadow_9,"(103, 100, 99)","(97, 46, 51)","(37, 74, 62)","(32, 48, 89)"
2002_6a,gamma_3,"(199, 146, 134)","(194, 105, 111)","(101, 136, 128)","(114, 125, 173)"
1004_4C,clahe_24,"(131, 115, 125)","(110, 39, 65)","(10, 48, 45)","(29, 47, 112)"
8002_12B,clahe_69,"(198, 163, 138)","(133, 17, 22)","(20, 71, 43)","(6, 24, 88)"
2002_7c,motion_blur_4,"(178, 129, 127)","(185, 122, 124)","(85, 112, 107)","(77, 90, 128)"
7003_10,brightness_28,"(201, 183, 147)","(153, 38, 43)","(26, 71, 57)","(20, 36, 74)"
8002_2B,brightness_10,"(200, 181, 190)","(191, 94, 113)","(65, 120, 98)","(8, 26, 73)"
2002_4B,gamma_21,"(197, 155, 143)","(127, 22, 23)","(13, 64, 41)","(5, 22, 79)"
8002_1A,gaussian_blur_41,"(198, 193, 201)","(103, 32, 57)","(22, 58, 56)","(38, 58, 121)"
1008_6a,noise_25,"(168, 139, 140)","(185, 131, 129)","(86, 121, 107)","(71, 83, 132)"
2001_6B,brightness_10,"(173, 123, 90)","(162, 21, 10)","(14, 71, 35)","(2, 18, 75)"
8002_12C,motion_blur_49,"(165, 118, 88)","(136, 24, 26)","(18, 76, 44)","(9, 37, 102)"
8002_12C,noise_25,"(187, 141, 104)","(154, 33, 30)","(21, 84, 50)","(9, 30, 102)"
7003_10,rotate_35,"(172, 155, 122)","(127, 22, 26)","(10, 51, 39)","(6, 19, 55)"
1008_6C,hue_2,"(248, 235, 252)","(209, 119, 128)","(79, 142, 164)","(84, 58, 247)"
1006_6B,clahe_33,"(217, 194, 206)","(183, 65, 89)","(54, 116, 99)","(52, 73, 140)"
8002_2c,gaussian_blur_5,"(176, 154, 178)","(158, 82, 94)","(64, 98, 95)","(74, 85, 132)"
1008_4a,gamma_21,"(165, 124, 127)","(97, 51, 57)","(66, 88, 78)","(64, 75, 109)"
7001_21,brightness_37,"(250, 238, 221)","(193, 107, 100)","(81, 111, 88)","(48, 57, 98)"
8007_3E,brightness_37,"(220, 218, 205)","(191, 98, 89)","(73, 107, 81)","(51, 62, 104)"
1008_5C,motion_blur_13,"(161, 94, 82)","(171, 20, 30)","(4, 90, 42)","(20, 35, 78)"
1002_4B,noise_16,"(170, 158, 169)","(152, 56, 83)","(20, 70, 66)","(19, 27, 75)"
2001_6C,hue_11,"(216, 171, 165)","(217, 111, 126)","(75, 136, 120)","(27, 37, 105)"
2002_4B,brightness_37,"(172, 130, 144)","(118, 1, 12)","(3, 56, 24)","(0, 0, 82)"
8002_9A,hue_38,"(221, 219, 217)","(212, 158, 145)","(114, 142, 146)","(62, 50, 104)"
1006_6C,clahe_42,"(148, 133, 140)","(175, 62, 90)","(21, 64, 60)","(32, 49, 103)"
P370_gaussian,blur_5,"(134, 176, 94)","(143, 16, 10)","(11, 64, 30)","(3, 23, 82)"
8007_3E,noise_7,"(208, 209, 203)","(176, 61, 53)","(56, 101, 66)","(49, 64, 118)"
7002_10,gaussian_blur_41,"(179, 172, 146)","(145, 51, 49)","(10, 48, 25)","(0, 5, 52)"
P370_brightness,1,"(71, 109, 36)","(80, 0, 1)","(0, 10, 1)","(0, 0, 25)"
P370_gamma,3,"(148, 186, 109)","(157, 25, 18)","(17, 78, 42)","(6, 34, 99)"
8007_3E,gamma_3,"(200, 201, 195)","(159, 48, 41)","(42, 82, 49)","(37, 49, 98)"
8002_9c,brightness_28,"(144, 98, 80)","(154, 58, 49)","(14, 75, 43)","(2, 22, 80)"
7001_19,gamma_21,"(185, 176, 159)","(141, 31, 27)","(17, 59, 31)","(6, 20, 66)"
1002_4B,rotate_35,"(221, 208, 218)","(196, 80, 102)","(60, 130, 111)","(59, 84, 157)"
8007-6G_hue,2,"(197, 197, 197)","(149, 111, 35)","(27, 64, 62)","(33, 13, 70)"
2003_6B,gamma_3,"(196, 172, 166)","(182, 54, 71)","(21, 133, 104)","(6, 62, 174)"
2002_6a,rotate_44,"(132, 92, 87)","(148, 73, 80)","(57, 85, 80)","(68, 77, 115)"
8002_2B,shadow_27,"(135, 124, 132)","(122, 71, 81)","(61, 87, 79)","(51, 61, 88)"
8002_1A,rotate_35,"(155, 143, 140)","(121, 33, 35)","(19, 42, 32)","(18, 19, 40)"
2003_6C,gaussian_blur_68,"(204, 177, 158)","(127, 21, 25)","(22, 72, 46)","(2, 23, 83)"
8002_2B,clahe_33,"(149, 127, 137)","(137, 43, 57)","(3, 48, 37)","(21, 40, 105)"
8002_2c,hue_20,"(159, 121, 158)","(138, 59, 62)","(91, 110, 114)","(90, 86, 132)"
7003_10,rotate_44,"(165, 156, 127)","(133, 30, 27)","(6, 43, 19)","(0, 6, 50)"
8002_12C,hue_47,"(178, 134, 89)","(150, 33, 23)","(18, 91, 58)","(6, 28, 116)"
1001_4B,gaussian_blur_41,"(149, 129, 138)","(153, 41, 41)","(17, 53, 29)","(2, 9, 51)"
8002_10A,motion_blur_40,"(217, 198, 194)","(169, 59, 86)","(43, 99, 85)","(42, 62, 125)"
P480_hue,2,"(26, 62, 110)","(198, 64, 39)","(45, 97, 63)","(31, 43, 110)"
8002_7c,motion_blur_4,"(175, 132, 140)","(136, 60, 70)","(54, 79, 78)","(57, 66, 112)"
7003_10,gaussian_blur_41,"(165, 156, 127)","(133, 29, 28)","(6, 43, 19)","(0, 6, 51)"
2002_4B,rotate_26,"(197, 155, 142)","(126, 22, 22)","(13, 63, 40)","(5, 22, 78)"
8002_9B,gamma_66,"(186, 154, 141)","(117, 19, 18)","(16, 59, 35)","(1, 15, 76)"
8002_12B,brightness_28,"(173, 146, 129)","(133, 48, 56)","(43, 78, 65)","(23, 36, 79)"
2003_6B,brightness_64,"(193, 140, 104)","(138, 15, 17)","(11, 66, 37)","(0, 16, 86)"
2011_4,gaussian_blur_14,"(125, 58, 44)","(149, 31, 27)","(21, 77, 41)","(4, 27, 96)"
8002_10A,rotate_26,"(224, 203, 200)","(189, 81, 108)","(97, 142, 128)","(84, 101, 157)"
1008_6C,rotate_8,"(227, 216, 246)","(202, 104, 151)","(69, 158, 148)","(44, 90, 242)"
2011_4,gamma_21,"(97, 30, 14)","(157, 34, 27)","(16, 61, 30)","(6, 20, 73)"
1006_6B,noise_34,"(219, 198, 207)","(199, 90, 114)","(72, 144, 124)","(68, 95, 170)"
8002_12B,hue_29,"(193, 187, 144)","(146, 86, 45)","(37, 74, 79)","(30, 12, 79)"
2002_6C,hue_29,"(194, 148, 153)","(146, 47, 87)","(33, 79, 47)","(16, 57, 93)"
7002_17,rotate_44,"(186, 172, 147)","(146, 47, 44)","(20, 55, 32)","(0, 9, 50)"
7001_21,gaussian_blur_41,"(196, 184, 168)","(143, 60, 54)","(37, 66, 44)","(6, 14, 52)"
1004_4b,noise_16,"(200, 173, 192)","(191, 117, 123)","(112, 135, 128)","(98, 103, 151)"
2011_4,clahe_24,"(152, 75, 67)","(173, 50, 44)","(22, 74, 39)","(12, 32, 91)"
2001_6C,clahe_42,"(183, 147, 150)","(135, 44, 71)","(22, 56, 49)","(23, 34, 92)"
2003_6B,rotate_53,"(174, 127, 96)","(128, 20, 23)","(13, 70, 40)","(4, 30, 98)"
2001_6B,clahe_69,"(200, 160, 151)","(133, 28, 32)","(25, 77, 49)","(6, 28, 96)"
7002_17,clahe_24,"(214, 204, 177)","(151, 40, 29)","(23, 70, 39)","(13, 31, 85)"
2001_6C,hue_20,"(241, 221, 227)","(207, 97, 162)","(67, 117, 147)",
8002_9A,gaussian_blur_32,"(171, 151, 137)","(183, 55, 65)","(34, 67, 46)","(31, 36, 66)"
2001_5c,rotate_8,"(156, 106, 104)","(132, 66, 77)","(63, 101, 94)","(81, 92, 140)"
7001_19,clahe_33,"(171, 156, 137)","(144, 37, 51)","(32, 73, 63)","(20, 30, 68)"
2002_6a,rotate_26,"(125, 83, 76)","(155, 71, 78)","(56, 85, 80)","(62, 70, 113)"
8002_10A,rotate_44,"(217, 198, 195)","(169, 59, 86)","(42, 99, 85)","(42, 62, 126)"
8002_9c,gaussian_blur_32,"(211, 156, 135)","(223, 108, 97)","(43, 125, 87)","(39, 65, 134)"
7001_21,noise_34,"(193, 178, 157)","(135, 25, 28)","(14, 64, 47)","(5, 23, 67)"
1008_6C,gamma_12,"(221, 191, 184)","(207, 86, 103)","(61, 107, 93)","(49, 57, 106)"
8007_3E,noise_16,"(203, 207, 207)","(168, 34, 29)","(34, 116, 65)","(7, 39, 140)"
8002_9B,rotate_26,"(193, 166, 153)","(125, 25, 25)","(14, 64, 42)","(4, 23, 79)"
8002_12C,brightness_46,"(164, 114, 82)","(132, 14, 16)","(8, 70, 36)","(1, 28, 97)"
8002_9c,noise_34,"(213, 160, 140)","(224, 115, 104)","(48, 138, 96)","(43, 71, 146)"
2002_4B,rotate_62,"(202, 158, 140)","(138, 27, 26)","(17, 69, 34)","(8, 28, 82)"
2003_6C,hue_56,"(211, 210, 156)","(141, 81, 21)","(14, 75, 70)","(26, 6, 93)"
8007_3E,motion_blur_4,"(206, 207, 201)","(169, 58, 51)","(52, 94, 59)","(46, 60, 110)"
2001_5c,motion_blur_4,"(157, 107, 105)","(133, 67, 77)","(65, 101, 96)","(81, 91, 141)"
8002_9A,motion_blur_4,"(165, 150, 157)","(210, 104, 134)","(81, 125, 118)","(51, 67, 120)"
2003_6C,gaussian_blur_5,"(177, 179, 192)","(174, 43, 60)","(15, 117, 90)","(3, 47, 159)"
8002_7c,gaussian_blur_41,"(184, 146, 145)","(194, 129, 128)","(99, 123, 112)","(86, 96, 130)"
8002_12C,gaussian_blur_32,"(170, 126, 105)","(143, 43, 53)","(37, 81, 65)","(12, 29, 81)"
2002_3c,gaussian_blur_32,"(178, 128, 126)","(149, 75, 87)","(68, 98, 95)","(70, 83, 127)"
2002_6B,gamma_57,"(185, 127, 96)","(139, 21, 19)","(13, 67, 31)","(8, 27, 85)"
1008_4a,shadow_36,"(97, 81, 81)","(39, 21, 23)","(31, 41, 36)","(25, 29, 42)"
8002_10A,rotate_17,"(229, 225, 245)","(198, 87, 132)","(56, 153, 141)","(39, 86, 235)"
8002_12B,clahe_42,"(185, 157, 150)","(117, 17, 29)","(18, 66, 42)","(15, 30, 100)"
2001_6B,clahe_6,"(172, 150, 162)","(176, 47, 60)","(13, 101, 66)","(8, 43, 141)"
2003_6C,clahe_33,"(196, 174, 160)","(139, 46, 54)","(41, 82, 65)","(18, 34, 86)"
8007_3E,gamma_39,"(159, 157, 144)","(130, 42, 35)","(20, 50, 27)","(4, 12, 49)"
1006_6C,noise_34,"(221, 212, 213)","(190, 87, 110)","(73, 142, 126)","(62, 88, 165)"
2003_6C,clahe_24,"(190, 171, 154)","(140, 41, 49)","(27, 76, 57)","(25, 44, 103)"
7002_10,hue_29,"(205, 167, 146)","(148, 30, 67)","(26, 78, 46)","(19, 53, 80)"
1004_4b,rotate_26,"(170, 150, 165)","(168, 87, 94)","(82, 115, 104)","(97, 109, 146)"
1002_4B,noise_34,"(226, 214, 224)","(205, 107, 126)","(77, 164, 142)","(75, 103, 186)"
7002_10,shadow_36,"(110, 104, 90)","(56, 14, 15)","(10, 26, 21)","(7, 13, 27)"
1006_6a,clahe_6,"(187, 155, 169)","(171, 85, 90)","(87, 120, 109)","(101, 109, 150)"
2001_6B,gamma_12,"(220, 161, 120)","(207, 46, 35)","(39, 101, 61)","(27, 43, 103)"
2003_6B,motion_blur_13,"(222, 163, 106)","(209, 59, 50)","(52, 115, 80)","(40, 59, 126)"
6004_1A,brightness_28,"(126, 118, 99)","(76, 0, 0)","(1, 3, 0)","(0, 0, 6)"
2002_3c,shadow_27,"(88, 72, 72)","(80, 57, 60)","(53, 63, 62)","(55, 58, 73)"
1006_6a,gaussian_blur_5,"(187, 155, 169)","(182, 95, 101)","(95, 128, 117)","(111, 120, 161)"
1006_6a,gamma_12,"(172, 143, 155)","(180, 109, 113)","(116, 140, 127)","(102, 110, 146)"
1004_4C,shadow_36,"(108, 102, 105)","(90, 33, 41)","(45, 76, 67)","(44, 52, 77)"
2003_6B,clahe_24,"(192, 145, 103)","(130, 23, 16)","(16, 65, 40)","(15, 30, 87)"
2002_6B,brightness_28,"(212, 155, 138)","(189, 65, 76)","(60, 112, 93)","(41, 64, 126)"
2002_3c,noise_25,"(181, 135, 135)","(166, 85, 90)","(73, 111, 104)","(74, 88, 141)"
1004_3C,gamma_3,"(181, 116, 128)","(175, 16, 28)","(6, 86, 38)","(20, 34, 78)"
8002_9B,noise_61,"(216, 185, 168)","(180, 34, 32)","(29, 119, 62)","(15, 47, 138)"
2003_6C,clahe_6,"(158, 160, 173)","(180, 47, 65)","(8, 111, 82)","(4, 38, 149)"
8007_3E,hue_20,"(177, 177, 177)","(133, 37, 60)","(21, 49, 20)","(13, 35, 56)"
1004_4b,noise_34,"(200, 182, 194)","(183, 115, 120)","(89, 133, 121)","(88, 104, 155)"
1006_6C,clahe_24,"(156, 139, 131)","(129, 42, 51)","(34, 58, 45)","(33, 34, 55)"
1004_4b,hue_11,"(196, 156, 188)","(187, 97, 113)","(96, 125, 113)","(83, 93, 141)"
8002_2B,clahe_6,"(197, 186, 227)","(204, 143, 184)","(101, 167, 168)","(63, 104, 233)"
2003_6B,hue_29,"(184, 130, 128)","(146, 58, 93)","(40, 78, 52)","(20, 52, 81)"
6004_1A,shadow_27,"(101, 101, 96)","(84, 46, 45)","(39, 54, 44)","(35, 40, 59)"
8002_2B,gaussian_blur_41,"(171, 152, 148)","(146, 43, 43)","(24, 58, 39)","(23, 29, 53)"
2001_6B,shadow_18,"(76, 57, 44)","(71, 20, 16)","(17, 38, 26)","(12, 19, 40)"
7003_10,noise_34,"(179, 163, 132)","(151, 27, 31)","(17, 81, 61)","(10, 31, 87)"
8002_7c,noise_16,"(193, 161, 157)","(168, 93, 104)","(83, 124, 116)","(86, 106, 155)"
8002_9B,clahe_51,"(197, 164, 147)","(136, 26, 32)","(21, 79, 47)","(13, 39, 106)"
1008_4a,brightness_1,"(152, 112, 114)","(164, 93, 92)","(92, 114, 100)","(69, 79, 113)"
2002_6B,gaussian_blur_32,"(170, 121, 107)","(150, 44, 53)","(39, 84, 67)","(22, 43, 96)"
2002_6B,hue_47,"(175, 106, 96)","(140, 22, 42)","(16, 81, 32)","(5, 50, 105)"
2001_6B,gaussian_blur_50,"(189, 145, 132)","(129, 22, 23)","(16, 72, 41)","(5, 31, 96)"
1004_4C,gamma_30,"(181, 165, 174)","(197, 63, 82)","(34, 98, 78)","(29, 45, 98)"
1006_6B,gaussian_blur_5,"(224, 214, 250)","(213, 128, 176)","(82, 172, 162)","(53, 100, 251)"
2001_6B,noise_52,"(192, 150, 138)","(143, 26, 27)","(19, 88, 49)","(6, 37, 114)"
7002_17,gamma_39,"(181, 166, 141)","(140, 42, 38)","(12, 45, 23)","(0, 6, 44)"
2003_6B,gaussian_blur_50,"(174, 127, 96)","(128, 20, 24)","(13, 70, 41)","(4, 30, 97)"
1002_4B,hue_11,"(168, 164, 171)","(141, 56, 112)","(17, 50, 34)","(14, 35, 55)"
8002_9c,gamma_39,"(243, 193, 174)","(235, 112, 104)","(109, 168, 134)","(135, 150, 196)"
2002_6a,clahe_42,"(147, 106, 103)","(142, 68, 74)","(53, 81, 76)","(64, 72, 111)"
1001_4B,rotate_17,"(168, 151, 173)","(136, 27, 24)","(22, 74, 42)","(5, 26, 92)"
2001_4B,shadow_18,"(127, 109, 98)","(121, 54, 50)","(52, 82, 65)","(44, 55, 85)"
8002_12B,brightness_19,"(167, 137, 109)","(101, 4, 6)","(2, 39, 18)","(0, 1, 55)"
2002_3c,gamma_21,"(170, 116, 116)","(127, 97, 97)","(54, 86, 80)","(58, 70, 117)"
8007_3E,shadow_27,"(92, 92, 90)","(80, 47, 45)","(42, 55, 45)","(38, 42, 57)"
6004_1A,clahe_15,"(181, 179, 167)","(133, 25, 23)","(14, 65, 30)","(13, 28, 91)"
2001_6B,gamma_39,"(162, 122, 130)","(109, 12, 23)","(15, 57, 34)","(0, 14, 76)"
2003_6B,rotate_35,"(180, 135, 112)","(142, 45, 56)","(35, 77, 61)","(12, 28, 78)"
8007_3E,gamma_12,"(186, 191, 191)","(116, 15, 13)","(21, 63, 36)","(1, 16, 75)"
7002_17,gaussian_blur_5,"(212, 209, 200)","(161, 57, 59)","(48, 99, 75)","(42, 63, 129)"
P440_clahe,6,"(122, 165, 154)","(172, 33, 33)","(36, 82, 47)","(25, 41, 92)"
7002_17,rotate_17,"(218, 208, 187)","(131, 25, 20)","(20, 70, 37)","(3, 23, 86)"
8002_9c,rotate_26,"(243, 184, 166)","(238, 109, 103)","(100, 158, 123)","(84, 105, 172)"
P340_hue,2,"(191, 190, 115)","(160, 28, 27)","(27, 72, 39)","(15, 33, 80)"
2002_6C,rotate_53,"(186, 149, 130)","(129, 22, 23)","(15, 72, 40)","(5, 30, 96)"
1001_4B,gaussian_blur_5,"(193, 186, 218)","(175, 73, 72)","(61, 109, 85)","(58, 79, 142)"
7002_10,gamma_30,"(191, 177, 150)","(135, 39, 40)","(25, 64, 52)","(21, 34, 68)"
6004_1A,clahe_6,"(191, 192, 185)","(152, 47, 39)","(56, 100, 71)","(39, 54, 108)"
8002_1A,gaussian_blur_23,"(221, 219, 225)","(191, 79, 103)","(56, 123, 108)","(51, 76, 145)"
8002_7c,rotate_17,"(200, 162, 155)","(156, 82, 92)","(73, 107, 101)","(77, 95, 139)"
1008_5C,gaussian_blur_5,"(166, 95, 85)","(180, 22, 33)","(9, 91, 44)","(21, 33, 78)"
7002_10,clahe_33,"(202, 188, 159)","(137, 40, 48)","(38, 76, 64)","(30, 40, 75)"
6004_1A,rotate_8,"(210, 211, 203)","(164, 58, 55)","(52, 95, 66)","(45, 61, 116)"
2011_4,shadow_27,"(77, 47, 38)","(103, 49, 47)","(39, 61, 47)","(33, 41, 67)"
2001_4B,gaussian_blur_59,"(203, 165, 152)","(138, 25, 24)","(16, 70, 36)","(6, 27, 83)"
2002_4B,noise_70,"(204, 167, 156)","(163, 34, 31)","(35, 110, 67)","(5, 36, 132)"
8002_1A,motion_blur_13,"(176, 172, 180)","(183, 86, 109)","(18, 59, 53)","(13, 19, 54)"
8002_12C,motion_blur_40,"(156, 111, 97)","(123, 17, 27)","(20, 69, 42)","(2, 19, 89)"
2002_6C,clahe_15,"(210, 162, 120)","(204, 56, 41)","(46, 107, 68)","(35, 54, 116)"
1004_4b,clahe_33,"(193, 172, 185)","(163, 84, 89)","(67, 100, 92)","(67, 80, 122)"
1008_6C,rotate_35,"(223, 200, 204)","(190, 88, 112)","(64, 120, 106)","(54, 74, 136)"
7002_10,brightness_10,"(135, 130, 108)","(62, 0, 0)","(4, 13, 4)","(0, 0, 26)"
2002_6B,hue_20,"(191, 99, 124)","(147, 22, 96)","(30, 81, 18)","(7, 81, 94)"
4005_7A,motion_blur_13,"(199, 202, 201)","(128, 22, 18)","(18, 70, 35)","(3, 24, 84)"
2002_6C,gaussian_blur_5,"(191, 172, 177)","(174, 41, 53)","(24, 114, 80)","(6, 46, 149)"
8002_9c,clahe_24,"(243, 185, 167)","(227, 100, 91)","(84, 141, 106)","(67, 87, 151)"
6004_1A,hue_38,"(179, 179, 179)","(151, 60, 57)","(17, 63, 38)","(7, 13, 61)"
2002_6C,hue_56,"(186, 125, 121)","(122, 18, 51)","(12, 54, 12)","(5, 42, 68)"
2011_4,noise_34,"(144, 70, 47)","(176, 44, 49)","(28, 84, 68)","(26, 42, 92)"
8002_7c,hue_38,"(187, 140, 159)","(195, 122, 153)","(95, 125, 98)","(82, 114, 131)"
8002_1A,motion_blur_40,"(197, 192, 201)","(103, 32, 56)","(23, 59, 57)","(38, 58, 121)"
1006_6B,brightness_10,"(199, 171, 170)","(199, 61, 83)","(27, 90, 73)","(0, 14, 74)"
8002_9A,rotate_44,"(230, 214, 211)","(221, 138, 159)","(112, 154, 139)","(46, 60, 111)"
2001_6B,motion_blur_31,"(186, 147, 143)","(137, 47, 56)","(29, 71, 55)","(16, 34, 84)"
2011_4,shadow_18,"(86, 53, 46)","(84, 26, 24)","(35, 63, 44)","(26, 39, 73)"
7001_19,gamma_12,"(179, 169, 159)","(120, 17, 13)","(13, 60, 29)","(1, 16, 75)"
8002_7c,motion_blur_22,"(188, 150, 148)","(155, 78, 90)","(73, 104, 102)","(70, 87, 131)"
8002_2c,rotate_8,"(176, 154, 177)","(158, 82, 94)","(63, 98, 96)","(74, 85, 132)"
1006_6C,noise_25,"(170, 155, 147)","(136, 35, 40)","(28, 65, 45)","(29, 30, 62)"
2002_6C,noise_61,"(208, 172, 148)","(167, 33, 32)","(26, 103, 50)","(14, 40, 119)"
2011_4,brightness_37,"(74, 2, 0)","(151, 17, 15)","(4, 44, 13)","(0, 0, 36)"
